"External ID";"name";"Asset Code";"type";"is_cip";"Journal";"Asset Account";"Depreciation Entries: Asset Account";"Depreciation Entries: Expense Account";"method_time";"method_number";"method_period";"method";"prorata";"open_asset";"first_day_of_month";"method_end"
asset_prepaid_insurance_-_office_equipment_-_penjualan_service;Prepaid Insurance - Office Equipment - Penjualan Service;AssetCode|PI;prepaid;false;Journal Depreciation;"115304";"115304";"60080303";number;36;1;linear;true;true;true;
asset_prepaid_insurance_-_office_equipment_-_administrasi_service;Prepaid Insurance - Office Equipment - Administrasi Service;AssetCode|PI;prepaid;false;Journal Depreciation;"115304";"115304";"60080304";number;36;1;linear;true;true;true;
asset_prepaid_insurance_-_office_equipment_-_accounting;Prepaid Insurance - Office Equipment - Accounting;AssetCode|PI;prepaid;false;Journal Depreciation;"115304";"115304";"60080305";number;36;1;linear;true;true;true;
asset_prepaid_insurance_-_office_equipment_-_finance;Prepaid Insurance - Office Equipment - Finance;AssetCode|PI;prepaid;false;Journal Depreciation;"115304";"115304";"60080306";number;36;1;linear;true;true;true;
asset_prepaid_insurance_-_office_equipment_-_collection;Prepaid Insurance - Office Equipment - Collection;AssetCode|PI;prepaid;false;Journal Depreciation;"115304";"115304";"60080307";number;36;1;linear;true;true;true;
asset_prepaid_insurance_-_office_equipment_-_hr;Prepaid Insurance - Office Equipment - HR;AssetCode|PI;prepaid;false;Journal Depreciation;"115304";"115304";"60080308";number;36;1;linear;true;true;true;
asset_prepaid_insurance_-_office_equipment_-_legal;Prepaid Insurance - Office Equipment - Legal;AssetCode|PI;prepaid;false;Journal Depreciation;"115304";"115304";"60080309";number;36;1;linear;true;true;true;
asset_prepaid_insurance_-_office_equipment_-_internal_audit;Prepaid Insurance - Office Equipment - Internal Audit;AssetCode|PI;prepaid;false;Journal Depreciation;"115304";"115304";"60080310";number;36;1;linear;true;true;true;
asset_prepaid_insurance_-_office_equipment_-_it;Prepaid Insurance - Office Equipment - IT;AssetCode|PI;prepaid;false;Journal Depreciation;"115304";"115304";"60080311";number;36;1;linear;true;true;true;
asset_prepaid_insurance_-_office_equipment_-_bod;Prepaid Insurance - Office Equipment - BOD;AssetCode|PI;prepaid;false;Journal Depreciation;"115304";"115304";"60080312";number;36;1;linear;true;true;true;
asset_prepaid_insurance_-_office_equipment_-_vehicle;Prepaid Insurance - Office Equipment - Vehicle;AssetCode|PI;prepaid;false;Journal Depreciation;"115304";"115304";"60080313";number;36;1;linear;true;true;true;
asset_prepaid_insurance_-_office_equipment_-_budget;Prepaid Insurance - Office Equipment - Budget;AssetCode|PI;prepaid;false;Journal Depreciation;"115304";"115304";"60080314";number;36;1;linear;true;true;true;
asset_prepaid_insurance_-_office_equipment_-_tax;Prepaid Insurance - Office Equipment - Tax;AssetCode|PI;prepaid;false;Journal Depreciation;"115304";"115304";"60080315";number;36;1;linear;true;true;true;
asset_prepaid_insurance_-_office_equipment_-_marketing_ho;Prepaid Insurance - Office Equipment - Marketing HO;AssetCode|PI;prepaid;false;Journal Depreciation;"115304";"115304";"60080316";number;36;1;linear;true;true;true;
asset_prepaid_insurance_-_office_equipment_-_corpcom_&_customer_relation;Prepaid Insurance - Office Equipment - Corpcom & Customer Relation;AssetCode|PI;prepaid;false;Journal Depreciation;"115304";"115304";"60080317";number;36;1;linear;true;true;true;
asset_prepaid_insurance_-_office_equipment_-_mpd;Prepaid Insurance - Office Equipment - MPD;AssetCode|PI;prepaid;false;Journal Depreciation;"115304";"115304";"60080318";number;36;1;linear;true;true;true;
asset_prepaid_insurance_-_office_equipment_-_ga_ho;Prepaid Insurance - Office Equipment - GA HO;AssetCode|PI;prepaid;false;Journal Depreciation;"115304";"115304";"60080319";number;36;1;linear;true;true;true;
asset_prepaid_insurance_-_office_equipment_-_secretary;Prepaid Insurance - Office Equipment - Secretary;AssetCode|PI;prepaid;false;Journal Depreciation;"115304";"115304";"60080320";number;36;1;linear;true;true;true;
asset_prepaid_rent_-_third_parties_-_administrasi_unit;Prepaid Rent - Third Parties - Administrasi Unit;AssetCode|PR;prepaid;false;Journal Depreciation;"115201";"115201";"60050102";number;12;1;linear;true;true;true;
asset_building_property_investment_-_administrasi_unit;Building Property Investment - Administrasi Unit;AssetCode|B;fixed;false;Journal Depreciation;"142201";"151201";"60110302";number;240;1;linear;true;false;true;
asset_prepaid_repairs_and_maintenance_-__office_equipment_-___accounting;Prepaid Repairs and Maintenance -  Office Equipment -   Accounting;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020205";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__office_equipment_-___finance;Prepaid Repairs and Maintenance -  Office Equipment -   Finance;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020206";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__office_equipment_-___collection;Prepaid Repairs and Maintenance -  Office Equipment -   Collection;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020207";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__office_equipment_-___hr;Prepaid Repairs and Maintenance -  Office Equipment -   HR;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020208";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__office_equipment_-___legal;Prepaid Repairs and Maintenance -  Office Equipment -   Legal;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020209";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__office_equipment_-___internal_audit;Prepaid Repairs and Maintenance -  Office Equipment -   Internal Audit;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020210";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__office_equipment_-___it;Prepaid Repairs and Maintenance -  Office Equipment -   IT;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020211";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__office_equipment_-___bod;Prepaid Repairs and Maintenance -  Office Equipment -   BOD;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020212";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__office_equipment_-___vehicle;Prepaid Repairs and Maintenance -  Office Equipment -   Vehicle;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020213";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__office_equipment_-___budget;Prepaid Repairs and Maintenance -  Office Equipment -   Budget;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020214";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__office_equipment_-___tax;Prepaid Repairs and Maintenance -  Office Equipment -   Tax;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020215";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__office_equipment_-___marketing_ho;Prepaid Repairs and Maintenance -  Office Equipment -   Marketing HO;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020216";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__office_equipment_-___corpcom_&_customer_relation;Prepaid Repairs and Maintenance -  Office Equipment -   Corpcom & Customer Relation;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020217";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__office_equipment_-___mpd;Prepaid Repairs and Maintenance -  Office Equipment -   MPD;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020218";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__office_equipment_-___ga_ho;Prepaid Repairs and Maintenance -  Office Equipment -   GA HO;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020219";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__office_equipment_-___secretary;Prepaid Repairs and Maintenance -  Office Equipment -   Secretary;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020220";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__computer_equipment_-___penjualan_unit;Prepaid Repairs and Maintenance -  Computer Equipment -   Penjualan Unit;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020301";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__computer_equipment_-___administrasi_unit;Prepaid Repairs and Maintenance -  Computer Equipment -   Administrasi Unit;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020302";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__computer_equipment_-___penjualan_service;Prepaid Repairs and Maintenance -  Computer Equipment -   Penjualan Service;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020303";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__computer_equipment_-___administrasi_service;Prepaid Repairs and Maintenance -  Computer Equipment -   Administrasi Service;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020304";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__computer_equipment_-___accounting;Prepaid Repairs and Maintenance -  Computer Equipment -   Accounting;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020305";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__computer_equipment_-___finance;Prepaid Repairs and Maintenance -  Computer Equipment -   Finance;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020306";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__computer_equipment_-___collection;Prepaid Repairs and Maintenance -  Computer Equipment -   Collection;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020307";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__computer_equipment_-___hr;Prepaid Repairs and Maintenance -  Computer Equipment -   HR;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020308";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__computer_equipment_-___legal;Prepaid Repairs and Maintenance -  Computer Equipment -   Legal;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020309";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__computer_equipment_-___internal_audit;Prepaid Repairs and Maintenance -  Computer Equipment -   Internal Audit;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020310";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__computer_equipment_-___it;Prepaid Repairs and Maintenance -  Computer Equipment -   IT;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020311";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__computer_equipment_-___bod;Prepaid Repairs and Maintenance -  Computer Equipment -   BOD;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020312";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__computer_equipment_-___vehicle;Prepaid Repairs and Maintenance -  Computer Equipment -   Vehicle;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020313";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__computer_equipment_-___budget;Prepaid Repairs and Maintenance -  Computer Equipment -   Budget;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020314";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__computer_equipment_-___tax;Prepaid Repairs and Maintenance -  Computer Equipment -   Tax;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020315";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__computer_equipment_-___marketing_ho;Prepaid Repairs and Maintenance -  Computer Equipment -   Marketing HO;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020316";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__computer_equipment_-___corpcom_&_customer_relation;Prepaid Repairs and Maintenance -  Computer Equipment -   Corpcom & Customer Relation;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020317";number;36;1;linear;true;true;true;
asset_prepaid_insurance_-_director_&_officer_-_bod;Prepaid Insurance - Director & Officer - BOD;AssetCode|PI;prepaid;false;Journal Depreciation;"115310";"115310";"60081012";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__computer_equipment_-___mpd;Prepaid Repairs and Maintenance -  Computer Equipment -   MPD;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020318";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__computer_equipment_-___ga_ho;Prepaid Repairs and Maintenance -  Computer Equipment -   GA HO;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020319";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__computer_equipment_-___secretary;Prepaid Repairs and Maintenance -  Computer Equipment -   Secretary;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020320";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__transfortation_equipment_-___penjualan_unit;Prepaid Repairs and Maintenance -  Transfortation Equipment -   Penjualan Unit;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020401";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__transfortation_equipment_-___administrasi_unit;Prepaid Repairs and Maintenance -  Transfortation Equipment -   Administrasi Unit;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020402";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__transfortation_equipment_-___penjualan_service;Prepaid Repairs and Maintenance -  Transfortation Equipment -   Penjualan Service;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020403";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__transfortation_equipment_-___administrasi_service;Prepaid Repairs and Maintenance -  Transfortation Equipment -   Administrasi Service;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020404";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__transfortation_equipment_-___accounting;Prepaid Repairs and Maintenance -  Transfortation Equipment -   Accounting;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020405";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__transfortation_equipment_-___finance;Prepaid Repairs and Maintenance -  Transfortation Equipment -   Finance;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020406";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__transfortation_equipment_-___collection;Prepaid Repairs and Maintenance -  Transfortation Equipment -   Collection;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020407";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__transfortation_equipment_-___hr;Prepaid Repairs and Maintenance -  Transfortation Equipment -   HR;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020408";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__transfortation_equipment_-___legal;Prepaid Repairs and Maintenance -  Transfortation Equipment -   Legal;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020409";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__transfortation_equipment_-___internal_audit;Prepaid Repairs and Maintenance -  Transfortation Equipment -   Internal Audit;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020410";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__transfortation_equipment_-___it;Prepaid Repairs and Maintenance -  Transfortation Equipment -   IT;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020411";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__transfortation_equipment_-___bod;Prepaid Repairs and Maintenance -  Transfortation Equipment -   BOD;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020412";number;36;1;linear;true;true;true;
asset_prepaid_rent_-_third_parties_-_penjualan_unit;Prepaid Rent - Third Parties - Penjualan Unit;AssetCode|PR;prepaid;false;Journal Depreciation;"115201";"115201";"60050101";number;12;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__transfortation_equipment_-___budget;Prepaid Repairs and Maintenance -  Transfortation Equipment -   Budget;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020414";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__transfortation_equipment_-___tax;Prepaid Repairs and Maintenance -  Transfortation Equipment -   Tax;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020415";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__transfortation_equipment_-___marketing_ho;Prepaid Repairs and Maintenance -  Transfortation Equipment -   Marketing HO;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020416";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__transfortation_equipment_-___corpcom_&_customer_relation;Prepaid Repairs and Maintenance -  Transfortation Equipment -   Corpcom & Customer Relation;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020417";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__transfortation_equipment_-___mpd;Prepaid Repairs and Maintenance -  Transfortation Equipment -   MPD;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020418";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__transfortation_equipment_-___ga_ho;Prepaid Repairs and Maintenance -  Transfortation Equipment -   GA HO;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020419";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__transfortation_equipment_-___secretary;Prepaid Repairs and Maintenance -  Transfortation Equipment -   Secretary;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020420";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__communication_equipment_-___penjualan_unit;Prepaid Repairs and Maintenance -  Communication Equipment -   Penjualan Unit;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020501";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__communication_equipment_-___administrasi_unit;Prepaid Repairs and Maintenance -  Communication Equipment -   Administrasi Unit;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020502";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__communication_equipment_-___penjualan_service;Prepaid Repairs and Maintenance -  Communication Equipment -   Penjualan Service;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020503";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__communication_equipment_-___administrasi_service;Prepaid Repairs and Maintenance -  Communication Equipment -   Administrasi Service;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020504";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__communication_equipment_-___accounting;Prepaid Repairs and Maintenance -  Communication Equipment -   Accounting;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020505";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__communication_equipment_-___finance;Prepaid Repairs and Maintenance -  Communication Equipment -   Finance;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020506";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__communication_equipment_-___collection;Prepaid Repairs and Maintenance -  Communication Equipment -   Collection;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020507";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__communication_equipment_-___hr;Prepaid Repairs and Maintenance -  Communication Equipment -   HR;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020508";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__communication_equipment_-___legal;Prepaid Repairs and Maintenance -  Communication Equipment -   Legal;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020509";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__communication_equipment_-___internal_audit;Prepaid Repairs and Maintenance -  Communication Equipment -   Internal Audit;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020510";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__communication_equipment_-___it;Prepaid Repairs and Maintenance -  Communication Equipment -   IT;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020511";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__communication_equipment_-___bod;Prepaid Repairs and Maintenance -  Communication Equipment -   BOD;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020512";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__communication_equipment_-___vehicle;Prepaid Repairs and Maintenance -  Communication Equipment -   Vehicle;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020513";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__communication_equipment_-___budget;Prepaid Repairs and Maintenance -  Communication Equipment -   Budget;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020514";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__communication_equipment_-___tax;Prepaid Repairs and Maintenance -  Communication Equipment -   Tax;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020515";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__communication_equipment_-___marketing_ho;Prepaid Repairs and Maintenance -  Communication Equipment -   Marketing HO;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020516";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__communication_equipment_-___corpcom_&_customer_relation;Prepaid Repairs and Maintenance -  Communication Equipment -   Corpcom & Customer Relation;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020517";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__communication_equipment_-___mpd;Prepaid Repairs and Maintenance -  Communication Equipment -   MPD;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020518";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__communication_equipment_-___ga_ho;Prepaid Repairs and Maintenance -  Communication Equipment -   GA HO;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020519";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__communication_equipment_-___secretary;Prepaid Repairs and Maintenance -  Communication Equipment -   Secretary;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020520";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__workshop_equipment_-___penjualan_unit;Prepaid Repairs and Maintenance -  Workshop Equipment -   Penjualan Unit;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020601";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__workshop_equipment_-___administrasi_unit;Prepaid Repairs and Maintenance -  Workshop Equipment -   Administrasi Unit;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020602";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__workshop_equipment_-___penjualan_service;Prepaid Repairs and Maintenance -  Workshop Equipment -   Penjualan Service;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020603";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__workshop_equipment_-___administrasi_service;Prepaid Repairs and Maintenance -  Workshop Equipment -   Administrasi Service;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020604";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__workshop_equipment_-___accounting;Prepaid Repairs and Maintenance -  Workshop Equipment -   Accounting;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020605";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__workshop_equipment_-___finance;Prepaid Repairs and Maintenance -  Workshop Equipment -   Finance;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020606";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__workshop_equipment_-___collection;Prepaid Repairs and Maintenance -  Workshop Equipment -   Collection;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020607";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__workshop_equipment_-___hr;Prepaid Repairs and Maintenance -  Workshop Equipment -   HR;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020608";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__workshop_equipment_-___legal;Prepaid Repairs and Maintenance -  Workshop Equipment -   Legal;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020609";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__workshop_equipment_-___internal_audit;Prepaid Repairs and Maintenance -  Workshop Equipment -   Internal Audit;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020610";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__workshop_equipment_-___it;Prepaid Repairs and Maintenance -  Workshop Equipment -   IT;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020611";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__workshop_equipment_-___bod;Prepaid Repairs and Maintenance -  Workshop Equipment -   BOD;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020612";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__workshop_equipment_-___vehicle;Prepaid Repairs and Maintenance -  Workshop Equipment -   Vehicle;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020613";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__workshop_equipment_-___budget;Prepaid Repairs and Maintenance -  Workshop Equipment -   Budget;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020614";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__workshop_equipment_-___tax;Prepaid Repairs and Maintenance -  Workshop Equipment -   Tax;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020615";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__workshop_equipment_-___marketing_ho;Prepaid Repairs and Maintenance -  Workshop Equipment -   Marketing HO;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020616";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__workshop_equipment_-___corpcom_&_customer_relation;Prepaid Repairs and Maintenance -  Workshop Equipment -   Corpcom & Customer Relation;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020617";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__workshop_equipment_-___mpd;Prepaid Repairs and Maintenance -  Workshop Equipment -   MPD;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020618";number;36;1;linear;true;true;true;
asset_prepaid_repairs_and_maintenance_-__workshop_equipment_-___ga_ho;Prepaid Repairs and Maintenance -  Workshop Equipment -   GA HO;AssetCode|PRM;prepaid;false;Journal Depreciation;"115401";"115401";"60020619";number;36;1;linear;true;true;true;
